Sr. no.,tweets,sentiment,classification
2550,TomTugendhat Who can imagine that WuhanCoronavirus originated from China can developed into a pandemic in just a few months The world is tied together much closer than any other generations before us and if we allowed tyrants like CCP to live among us we should be vigilance at all time,neutral,opinion
2551,FoxBusiness SUSPENDS TrishRegan For More WuhanVirus Coverage Targeted By Media Matters AFTER This Accurate Takedown,neutral,opinion
2552,three While HK leader CarrieLam acts against medical experts advice amp asks ppl not to wear masks we simply disregard unsc,neutral,opinion
2553,GordonGChang Have you know Taiwan chinese want open door let CoronavirusPandemic in Taiwan We were scolded by Taiwan c,neutral,opinion
2554,coronavirus patients in Italy who refuse to selfisolate face murder charges amp twenty-one years in jail Those with a cough fe,neutral,opinion
2555,three While HK leader CarrieLam acts against medical experts advice amp asks ppl not to wear masks we simply disregard unsc,neutral,opinion
2556,Here s some tips about protecting ourselves when the pandemic of WuhanCoronavirus comes one Wearing masks There are d,neutral,opinion
2557,Beijing stooges say no WuhanCoronavirus Should be who is novel coronavirus Huh They did not know COVID19 They si,neutral,opinion
2558,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2559,FoxBusiness SUSPENDS TrishRegan For More WuhanVirus Coverage Targeted By Media Matters AFTER This Accurate Takedown,neutral,opinion
2560,three While HK leader CarrieLam acts against medical experts advice amp asks ppl not to wear masks we simply disregard unsc,neutral,opinion
2561,Without any scientific and professional grounds China spreads fake news amp blames others for spreading WuhanCoronavirus,neutral,reporting
2562,INACTION Speaks Louder Than Words Ronna McDaniel GOPChairwoman Absolutely Destroys DemocRATS Over WuhanCoronaVirus,neutral,opinion
2563,Shut Down MSMPropagandaPanicNews This Is A NationalEmergency amp MSM are pushing Panic amp Propaganda Shut Them Down amp Protect American Citizens From The Toxic Press FCC WhiteHouse WuhanCoronavirus COVIDãƒ¼19 SundayThoughts SocialDistancingNow CoronaVirusUpdates,neutral,opinion
2564,So far this year more people have died from drunk drivers than WuhanCoronavirus yet people are trampling each other t,neutral,reporting
2565,let us take a look on Hong Kong people s FULL GEARS against WuhanCoronavirus spread one Antivirus hat w full co,neutral,opinion
2566,All thanks to efforts of PM narendramodi JI DrSJaishankar drharshvardhan Scientists doctors Air lines crew All,neutral,opinion
2567,Adding subtitles to let more people watch this clip amp you do not need to listen to her voice decoupling with China is i,neutral,opinion
2568,FoxBusiness SUSPENDS TrishRegan For More WuhanVirus Coverage Targeted By Media Matters AFTER This Accurate Takedown,neutral,opinion
2569,President Trump They know where it came from We all know where it came from ChinaVirus WuhanCoronavirus Source,anger,opinion
2570,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2571,FoxBusiness SUSPENDS TrishRegan For More WuhanVirus Coverage Targeted By Media Matters AFTER This Accurate Takedown,neutral,opinion
2572,Adding subtitles to let more people watch this clip amp you do not need to listen to her voice decoupling with China is i,neutral,opinion
2573,It only means Beijing really feels the heat I do not want Twitter to ban zlj517 Zhao is a gift just keeps on giving What,neutral,opinion
2574,Adding subtitles to let more people watch this clip amp you do not need to listen to her voice decoupling with China is i,neutral,opinion
2575,FakeNews Trump Haters Including FAKE YAPPER Look Like they are Sitting On Painful Hemorrhoids When They Acknowledge Pre,anger,opinion
2576,JenniferHYChan alphacentauriii All dead no more WuhanVirus WuhanCoronavirus By the way CCP will blame US for the exp,neutral,opinion
2577,FoxBusiness SUSPENDS TrishRegan For More WuhanVirus Coverage Targeted By Media Matters AFTER This Accurate Takedown,neutral,opinion
2578,Please spread out the message to Europe Urgent CoronaOutbreak WuhanCoronavirus,neutral,opinion
2579,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2580,patrickmkcirtap F it put them all in fourteen day quarantine ohare COVIDãƒ¼19 HighRiskCovid19 CoronaKatie coronavirus COVID19 StopTheSpread coronapocolypse StayTheFHome SocialDistance CoronavirusOutbreak CoronaVirusUpdates StayHome WuhanCoronavirus ChinaWuhanVirus ChinaCoronaVirus,neutral,opinion
2581,XinhuaNewsAgency revealed that the medical materials donated to Italy only used on the Mainland Chinese who are stranded in,neutral,opinion
2582,Please do not ask me to translate this Trust me you do not need to know what it is about China WuhanCoronavirus Wuhan,neutral,opinion
2583,XinhuaNewsAgency revealed that the medical materials donated to Italy only used on the Mainland Chinese who are stranded in,neutral,opinion
2584,You mean CCP wants two defend Comrade DirectorGeneral DrTedros of WHO who is responsible four WuhanCoronavirus becoming,neutral,opinion
2585,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2586,President Trump They know where it came from We all know where it came from ChinaVirus WuhanCoronavirus Source,anger,opinion
2587,I am a Simple Man I see things from China I boycott boycottmulan I do not need WuhanCoronavirus ChineseCoronavirus wt,neutral,opinion
2588,minghuiyu Pansrbjorn gerryshih RT_com zlj517 Surely you are talking about the totalitarian China amp Dr Li Wenliang right To defame civilians who had valid concerns that made elites feel uncomfortable Yea sounds about right WuhanCoronavirus ChinaCoronaVirus,neutral,opinion
2589,They are dying before our eyes coronavirus WuhanCoronavirus kungflu CoronaOutbreak wtf china why is facebookdown,neutral,opinion
2590,Please do not ask me to translate this Trust me you do not need to know what it is about China WuhanCoronavirus Wuhan,neutral,opinion
2591,With such stuff I am confident that Chinese Communist Party will lay claim to Rhineland in Germany Goebbels was from R,neutral,opinion
2592,JenniferHYChan alphacentauriii All dead no more WuhanVirus WuhanCoronavirus By the way CCP will blame US for the exp,neutral,opinion
2593,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2594,While the world is in panic due to the WuhanCoronavirus the CCP is still doing this to the children of HongKong do not,neutral,opinion
2595,PapituSheh Hong Kong and Taiwan know China the origin of the WuhanCoronavirus too well and will not trust the China Com,neutral,opinion
2596,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2597,IWV CRosett frankgaffney Very well said If only China reported the spread of WuhanCoronavirus at the first place and does not interfere with WHO business just to keep the CCP s positive image in whole it would not have developed into a pandemic Many people lost their loved ones,anger,opinion
2598,Adding subtitles to let more people watch this clip amp you do not need to listen to her voice decoupling with China is i,neutral,opinion
2599,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2600,You mean CCP wants two defend Comrade DirectorGeneral DrTedros of WHO who is responsible four WuhanCoronavirus becoming,neutral,opinion
2601,President Trump They know where it came from We all know where it came from ChinaVirus WuhanCoronavirus Source,anger,opinion
2602,chuckwoolery Nope from commie Minneapolis tcot WuhanCoronavirus,neutral,opinion
2603,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
2604,Without any scientific and professional grounds China spreads fake news amp blames others for spreading WuhanCoronavirus,neutral,reporting
2605,You mean CCP wants two defend Comrade DirectorGeneral DrTedros of WHO who is responsible four WuhanCoronavirus becoming,neutral,opinion
2606,China CCP Deputy SecretaryGeneral of the State Council Ding Xiangyang finally admit in a press conference In amp befo,neutral,opinion
2607,XinhuaNewsAgency revealed that the medical materials donated to Italy only used on the Mainland Chinese who are stranded in,neutral,opinion
2608,Without any scientific and professional grounds China spreads fake news amp blames others for spreading WuhanCoronavirus,neutral,reporting
2609,All thanks to efforts of PM narendramodi JI DrSJaishankar drharshvardhan Scientists doctors Air lines crew All,neutral,opinion
2610,All thanks to efforts of PM narendramodi JI DrSJaishankar drharshvardhan Scientists doctors Air lines crew All,neutral,opinion
2611,No matter where you come from if you are smart enough you should remember to avenge those who died of the WuhanCoronavirus in your country and make China pay the price China,neutral,opinion
2612,Live look at the Coronavirus HighRiskCovid19 CoronaVirusUpdates coronavirus COVID19 WuhanVirus WuhanCoronavirus,neutral,reporting
2613,coronavirus patients in Italy who refuse to selfisolate face murder charges amp twenty-one years in jail Those with a cough fe,neutral,opinion
2614,All thanks to efforts of PM narendramodi JI DrSJaishankar drharshvardhan Scientists doctors Air lines crew All,neutral,opinion
2615,WuhanCoronavirus spark has started many prairie fires in China,neutral,opinion
